datetime,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),Rainfall,Boiling Point,latitude,longitude
2021-05-12 03:00:00,11.0,40.5,1.85,17.9,11.05,12.52,25.65,0.51,50.88,46.75,0.43,264.25,13.0,26.65,0.0,711.0,23.2599,77.4126
2021-05-12 04:00:00,12.75,39.25,1.7,15.25,9.47,12.25,27.3,0.5,59.48,46.0,0.38,210.75,12.25,26.47,0.0,711.0,23.2599,77.4126
2021-05-12 05:00:00,16.5,36.5,1.77,18.8,11.43,12.18,30.1,0.56,51.82,45.25,0.45,187.5,11.0,26.25,0.0,711.0,23.2599,77.4126
2021-05-12 06:00:00,14.0,58.25,1.73,14.68,9.2,12.2,31.27,0.54,62.2,37.0,1.23,235.0,15.25,28.3,0.0,711.0,23.2599,77.4126
2021-05-12 07:00:00,20.0,75.75,1.82,14.68,9.3,12.43,26.98,0.53,55.17,41.25,1.45,231.5,50.0,28.65,0.0,711.0,23.2599,77.4126
2021-05-12 08:00:00,20.0,81.5,2.0,13.82,8.97,12.2,25.5,0.49,52.3,39.25,1.4,226.75,247.75,30.75,0.0,711.0,23.2599,77.4126
2021-05-12 09:00:00,18.0,83.75,2.0,13.82,9.0,13.5,24.73,0.43,65.0,32.75,1.68,235.0,475.0,33.45,0.0,711.0,23.2599,77.4126
2021-05-12 10:00:00,11.5,86.5,2.1,13.83,9.07,13.2,20.5,0.38,70.97,29.25,1.88,244.5,477.0,35.1,0.0,710.25,23.2599,77.4126
2021-05-12 11:00:00,12.0,85.25,1.77,13.87,8.83,12.57,5.6,0.43,75.3,24.75,1.67,252.5,489.25,36.75,0.0,709.0,23.2599,77.4126
2021-05-12 12:00:00,14.67,76.0,1.45,15.45,9.35,11.3,18.43,0.49,76.55,23.0,1.65,254.5,435.25,37.3,0.0,709.5,23.2599,77.4126
2021-05-12 13:00:00,8.0,71.0,1.65,14.43,9.05,10.77,26.73,0.48,75.78,19.25,1.45,218.75,427.0,38.62,0.0,710.0,23.2599,77.4126
2021-05-12 14:00:00,7.75,65.0,2.05,14.25,9.25,10.75,27.15,0.48,77.4,18.25,1.45,211.25,405.5,39.2,0.0,710.0,23.2599,77.4126
2021-05-12 15:00:00,7.25,71.5,1.82,13.62,8.72,10.62,26.43,0.35,78.55,18.75,1.5,209.5,389.5,39.08,0.0,710.0,23.2599,77.4126
2021-05-12 16:00:00,8.0,64.75,1.52,13.17,8.25,10.65,26.1,0.24,78.45,19.5,1.38,212.75,353.75,38.55,0.0,710.0,23.2599,77.4126
2021-05-12 17:00:00,8.0,67.0,1.62,14.07,8.8,10.33,25.8,0.26,76.92,20.25,1.12,218.0,128.0,37.35,0.0,710.0,23.2599,77.4126
2021-05-12 18:00:00,9.0,69.75,1.65,15.75,9.68,10.62,23.55,0.38,67.67,25.5,1.17,246.5,7.5,35.33,0.0,710.0,23.2599,77.4126
2021-05-12 19:00:00,14.5,80.75,1.68,19.02,11.45,10.9,27.45,0.53,52.77,29.75,1.1,185.0,10.25,33.62,0.0,710.0,23.2599,77.4126
2021-05-12 20:00:00,22.75,88.75,1.83,21.57,12.95,11.6,27.38,0.71,43.58,31.25,0.6,157.25,8.0,33.02,0.0,710.0,23.2599,77.4126
2021-05-12 21:00:00,33.0,113.0,1.9,25.27,15.0,11.68,29.68,0.93,29.08,34.25,0.33,196.0,13.75,31.5,0.0,710.0,23.2599,77.4126
2021-05-12 22:00:00,48.25,164.5,2.23,25.22,15.2,12.05,27.07,0.8,35.0,35.5,0.35,252.75,9.25,30.75,0.0,710.0,23.2599,77.4126
2021-05-12 23:00:00,22.25,88.75,1.62,15.98,9.85,11.25,25.3,0.36,61.15,29.75,0.8,225.0,9.75,31.22,0.0,710.0,23.2599,77.4126
2021-05-13 00:00:00,22.0,75.75,1.42,14.45,8.88,10.88,23.6,0.4,60.6,28.0,0.95,229.75,8.25,30.47,0.0,710.0,23.2599,77.4126
2021-05-13 01:00:00,20.75,84.0,1.62,14.6,9.05,11.02,25.2,0.39,56.53,32.0,1.38,280.75,9.5,29.7,0.0,710.0,23.2599,77.4126
2021-05-13 02:00:00,25.0,83.75,1.32,15.32,9.22,11.43,25.07,0.43,50.42,37.25,0.88,290.0,10.75,28.9,0.0,710.0,23.2599,77.4126
2021-05-13 03:00:00,22.25,78.0,1.88,17.02,10.6,12.25,26.83,0.54,39.65,44.25,0.68,184.5,12.5,27.65,0.0,710.0,23.2599,77.4126
2021-05-13 04:00:00,22.5,61.5,2.15,15.95,10.25,12.05,25.88,0.55,47.82,47.0,0.53,281.0,11.5,27.07,0.0,710.0,23.2599,77.4126
2021-05-13 05:00:00,21.75,64.0,1.52,14.55,9.03,12.0,29.23,0.54,55.67,37.5,0.78,254.0,12.5,27.27,0.0,710.0,23.2599,77.4126
2021-05-13 06:00:00,23.25,86.0,1.8,14.3,9.03,11.42,31.52,0.54,55.62,35.25,1.12,233.0,22.5,27.25,0.0,710.0,23.2599,77.4126
2021-05-13 07:00:00,20.75,90.5,1.65,14.4,9.02,11.38,27.6,0.53,57.15,38.0,1.55,249.5,92.0,28.5,0.0,710.0,23.2599,77.4126
2021-05-13 08:00:00,20.0,102.5,1.9,14.48,9.25,11.55,26.6,0.51,65.07,38.75,2.1,257.5,290.0,29.85,0.0,710.0,23.2599,77.4126
2021-05-13 09:00:00,20.25,120.5,1.65,15.02,9.32,13.0,25.17,0.5,79.6,37.25,1.8,266.25,480.25,30.98,0.0,710.0,23.2599,77.4126
2021-05-13 10:00:00,20.75,101.5,1.17,10.23,6.42,11.4,21.07,0.43,88.62,32.5,1.38,230.75,479.0,33.65,0.0,709.25,23.2599,77.4126
2021-05-13 11:00:00,21.25,89.5,0.73,5.67,3.6,9.63,7.7,0.48,90.9,28.25,1.52,233.25,489.25,35.83,0.0,708.0,23.2599,77.4126
2021-05-13 12:00:00,24.0,108.5,1.5,10.75,6.9,10.2,16.2,0.52,78.17,25.0,1.75,247.5,477.75,36.85,0.0,708.5,23.2599,77.4126
2021-05-13 13:00:00,18.0,121.5,2.0,14.65,9.42,11.3,27.02,0.5,79.75,22.75,1.7,231.25,452.75,37.83,0.0,709.0,23.2599,77.4126
2021-05-13 14:00:00,12.67,112.25,1.88,14.25,9.15,10.97,26.85,0.52,81.03,21.25,1.77,244.0,392.0,38.17,0.0,709.0,23.2599,77.4126
2021-05-13 15:00:00,18.0,114.75,1.88,14.2,9.1,10.92,24.5,0.39,87.38,21.25,1.45,244.25,338.25,37.85,0.0,709.0,23.2599,77.4126
2021-05-13 16:00:00,13.0,111.5,1.85,15.43,9.72,10.47,22.82,0.35,85.58,23.0,2.08,260.25,262.25,35.48,0.0,709.0,23.2599,77.4126
2021-05-13 17:00:00,15.75,104.0,1.8,16.08,10.0,10.25,21.88,0.3,84.57,23.75,1.82,236.75,216.5,35.18,0.0,709.0,23.2599,77.4126
2021-05-13 18:00:00,16.75,80.0,1.75,20.32,12.25,10.38,23.33,0.48,72.35,26.25,0.75,178.5,18.5,33.97,0.0,709.0,23.2599,77.4126
2021-05-13 19:00:00,24.0,100.25,1.75,26.55,15.55,11.38,25.8,0.74,53.0,28.5,0.55,146.75,9.25,32.8,0.0,709.0,23.2599,77.4126
2021-05-13 20:00:00,30.5,137.25,1.88,35.52,20.45,11.72,29.1,0.94,39.12,31.25,0.35,130.5,10.25,31.73,0.0,709.0,23.2599,77.4126
2021-05-13 21:00:00,33.5,139.5,2.1,29.17,17.2,11.98,30.82,0.92,49.2,31.25,0.85,122.75,10.25,31.77,0.0,709.0,23.2599,77.4126
2021-05-13 22:00:00,33.0,103.75,1.77,19.52,11.85,11.5,37.75,0.64,66.55,35.25,0.8,147.75,10.5,31.08,0.0,709.0,23.2599,77.4126
2021-05-13 23:00:00,17.0,62.25,1.55,16.1,9.83,11.6,27.57,0.45,78.82,37.75,1.07,159.5,8.75,30.28,0.0,709.0,23.2599,77.4126
2021-05-14 00:00:00,13.5,53.75,1.53,15.62,9.55,10.97,26.3,0.41,84.82,40.0,0.78,138.75,10.0,29.13,0.0,709.0,23.2599,77.4126
2021-05-14 01:00:00,11.75,42.5,1.6,16.62,10.15,11.23,24.43,0.38,77.75,42.75,0.77,163.5,10.25,28.28,0.0,709.0,23.2599,77.4126
2021-05-14 02:00:00,10.75,37.5,1.58,15.05,9.32,11.25,22.6,0.35,78.9,45.0,0.93,161.75,9.25,27.58,0.0,709.0,23.2599,77.4126
2021-05-14 03:00:00,10.0,39.75,1.58,14.1,8.78,11.9,26.27,0.41,74.6,47.5,1.23,161.5,10.25,27.1,0.0,709.0,23.2599,77.4126
2021-05-14 04:00:00,9.75,47.0,1.7,14.25,8.95,11.97,24.23,0.47,71.5,50.5,1.07,162.75,13.0,26.62,0.0,709.0,23.2599,77.4126
2021-05-14 05:00:00,11.5,39.0,1.38,15.02,9.1,11.9,25.82,0.52,74.0,52.5,1.02,163.0,10.5,26.38,0.0,709.0,23.2599,77.4126
2021-05-14 06:00:00,18.0,52.75,1.45,15.4,9.38,12.5,29.7,0.57,72.75,51.5,0.75,160.5,32.0,27.0,0.0,709.0,23.2599,77.4126
2021-05-14 07:00:00,16.75,59.5,1.8,16.8,10.42,13.28,33.83,0.56,73.9,47.75,0.7,209.75,103.5,28.65,0.0,709.0,23.2599,77.4126
2021-05-14 08:00:00,21.25,62.75,1.8,16.8,10.4,12.82,33.12,0.49,85.4,40.5,0.67,159.75,270.75,31.4,0.0,709.0,23.2599,77.4126
2021-05-14 09:00:00,17.25,61.75,1.58,15.88,9.73,13.55,27.3,0.4,101.3,30.25,0.9,140.0,462.75,35.45,0.0,709.0,23.2599,77.4126
2021-05-14 10:00:00,12.75,67.75,1.62,14.3,8.93,13.03,20.97,0.27,102.42,25.25,1.0,165.5,466.75,37.05,0.0,708.75,23.2599,77.4126
2021-05-14 11:00:00,16.25,64.5,1.53,11.27,7.23,11.7,27.5,0.36,108.25,24.5,1.58,215.0,479.0,37.12,0.0,708.0,23.2599,77.4126
2021-05-14 12:00:00,18.25,73.75,0.35,6.55,3.75,8.4,31.8,0.38,105.1,20.25,1.15,193.5,460.75,38.65,0.0,708.25,23.2599,77.4126
2021-05-14 13:00:00,13.75,67.75,1.75,13.4,8.57,11.33,27.97,0.45,106.12,20.5,1.35,177.5,443.25,39.23,0.0,709.0,23.2599,77.4126
2021-05-14 14:00:00,16.5,61.25,1.43,13.42,8.32,11.2,27.98,0.46,106.95,20.75,1.18,222.25,333.25,38.67,0.0,709.0,23.2599,77.4126
2021-05-14 15:00:00,18.25,60.25,1.53,13.5,8.43,11.03,24.85,0.36,102.25,20.75,0.9,140.25,283.75,38.15,0.0,709.0,23.2599,77.4126
2021-05-14 16:00:00,18.5,53.75,1.45,14.07,8.68,10.77,23.35,0.39,98.27,22.0,0.82,184.75,286.25,37.88,0.0,709.0,23.2599,77.4126
2021-05-14 17:00:00,17.25,55.0,1.53,14.9,9.15,10.88,23.52,0.4,94.0,21.25,0.62,203.75,128.75,37.75,0.0,709.0,23.2599,77.4126
2021-05-14 18:00:00,18.25,70.75,1.62,15.23,9.43,10.82,24.03,0.43,87.88,25.25,0.88,180.25,9.75,35.52,0.0,709.0,23.2599,77.4126
2021-05-14 19:00:00,19.0,76.25,1.45,16.9,10.2,11.15,26.12,0.53,80.3,28.0,0.8,171.0,10.25,34.33,0.0,709.0,23.2599,77.4126
2021-05-14 20:00:00,20.5,86.0,1.25,20.0,11.65,11.28,27.0,0.73,67.65,30.0,0.38,156.5,10.75,33.22,0.0,709.0,23.2599,77.4126
2021-05-14 21:00:00,24.5,84.75,1.6,23.62,13.85,11.65,27.77,0.86,55.83,32.25,0.33,171.25,11.0,32.1,0.0,709.0,23.2599,77.4126
2021-05-14 22:00:00,21.75,78.75,1.73,19.35,11.68,11.45,26.67,0.72,69.62,32.0,0.45,158.75,10.0,31.85,0.0,709.0,23.2599,77.4126
2021-05-14 23:00:00,18.0,72.25,1.55,16.28,9.9,11.5,25.73,0.59,71.62,32.25,0.7,173.25,7.0,31.77,0.0,709.0,23.2599,77.4126
2021-05-15 00:00:00,19.75,72.25,1.58,13.98,8.68,10.65,24.48,0.5,70.82,33.0,1.25,219.0,8.5,31.45,0.0,709.0,23.2599,77.4126
2021-05-15 01:00:00,23.5,73.25,1.55,14.53,8.98,11.35,23.88,0.55,64.07,34.75,1.48,216.5,9.0,30.72,0.0,709.0,23.2599,77.4126
2021-05-15 02:00:00,18.5,80.25,1.48,15.28,9.32,11.68,26.27,0.54,65.42,37.25,1.28,166.0,10.75,29.65,0.0,709.0,23.2599,77.4126
2021-05-15 03:00:00,18.75,72.25,1.65,15.78,9.72,12.1,28.55,0.58,59.23,39.5,0.4,126.75,11.5,28.55,0.0,709.0,23.2599,77.4126
2021-05-15 04:00:00,24.75,71.25,1.45,16.8,10.12,11.93,28.47,0.68,51.9,41.0,0.33,306.75,11.75,28.0,0.0,709.0,23.2599,77.4126
2021-05-15 05:00:00,29.25,71.5,1.62,20.52,12.22,12.0,29.55,0.75,44.1,43.5,0.52,211.25,11.0,27.93,0.0,709.0,23.2599,77.4126
2021-05-15 06:00:00,36.25,86.0,1.83,16.5,10.28,12.78,31.25,0.77,61.62,48.25,0.95,169.0,49.5,28.7,0.0,709.0,23.2599,77.4126
2021-05-15 07:00:00,34.5,79.5,1.77,15.5,9.7,13.9,29.4,0.75,72.15,49.25,1.62,163.75,119.25,29.85,0.0,709.0,23.2599,77.4126
2021-05-15 08:00:00,28.0,75.75,1.7,14.95,9.3,13.65,27.98,0.69,74.93,45.0,1.42,174.75,302.75,32.1,0.0,709.0,23.2599,77.4126
2021-05-15 09:00:00,30.0,69.0,2.0,13.93,9.03,14.9,30.02,0.6,88.3,35.5,1.25,177.5,456.75,35.48,0.0,709.0,23.2599,77.4126
2021-05-15 10:00:00,27.0,72.5,1.78,13.62,8.75,14.4,21.3,0.53,93.88,29.5,1.6,169.25,465.25,37.15,0.0,709.5,23.2599,77.4126
2021-05-15 11:00:00,27.75,83.5,1.67,13.93,8.8,14.77,12.4,0.59,97.4,29.25,1.85,165.75,468.25,37.67,0.0,710.0,23.2599,77.4126
2021-05-15 12:00:00,30.0,85.0,1.55,14.35,8.85,13.15,18.48,0.67,96.42,24.75,1.35,158.75,466.75,39.55,0.0,710.25,23.2599,77.4126
2021-05-15 13:00:00,26.75,81.75,1.65,14.3,8.97,12.6,28.03,0.66,98.68,23.75,1.52,163.25,384.0,39.12,0.0,711.0,23.2599,77.4126
2021-05-15 14:00:00,17.5,70.75,1.68,13.82,8.7,12.12,27.08,0.64,96.08,21.0,1.2,185.0,418.0,40.08,0.0,711.0,23.2599,77.4126
2021-05-15 15:00:00,18.0,65.5,1.92,14.3,9.18,12.45,25.9,0.6,95.88,25.0,1.33,153.0,227.5,38.1,0.0,711.0,23.2599,77.4126
2021-05-15 16:00:00,17.0,69.25,1.8,14.7,9.3,12.6,25.73,0.46,101.93,34.25,2.05,169.75,165.25,36.2,0.0,711.0,23.2599,77.4126
2021-05-15 17:00:00,23.0,90.5,1.52,14.6,8.98,12.82,26.0,0.45,99.72,35.0,1.75,173.75,86.0,35.45,0.0,711.0,23.2599,77.4126
2021-05-15 18:00:00,22.75,74.0,1.72,14.35,9.05,12.88,24.77,0.44,96.67,34.5,1.25,169.25,33.75,34.83,0.0,711.0,23.2599,77.4126
2021-05-15 19:00:00,22.0,55.25,1.62,15.2,9.45,13.8,27.7,0.55,91.55,36.5,1.15,166.75,10.5,34.05,0.0,711.0,23.2599,77.4126
2021-05-15 20:00:00,23.25,55.0,1.38,16.27,9.78,13.88,27.25,0.68,83.32,37.5,1.37,164.0,10.75,33.75,0.0,711.0,23.2599,77.4126
2021-05-15 21:00:00,26.5,59.0,1.5,17.05,10.27,13.6,26.85,0.73,77.88,38.0,0.68,162.0,9.25,33.35,0.0,711.0,23.2599,77.4126
2021-05-15 22:00:00,22.75,59.25,1.63,16.62,10.18,13.57,26.77,0.66,76.57,42.25,1.35,146.75,9.5,31.9,0.0,711.0,23.2599,77.4126
2021-05-15 23:00:00,14.5,69.0,1.3,14.05,8.5,13.9,25.23,0.42,82.85,48.0,1.03,155.75,9.75,30.42,0.0,711.0,23.2599,77.4126
2021-05-16 00:00:00,12.5,41.0,1.55,12.95,8.15,12.82,27.23,0.33,86.78,47.25,1.43,151.5,8.25,30.17,0.0,711.0,23.2599,77.4126
2021-05-16 01:00:00,17.5,35.5,1.42,12.55,7.82,13.12,26.38,0.32,86.22,47.5,1.18,147.25,10.0,29.93,0.0,711.0,23.2599,77.4126
2021-05-16 02:00:00,11.75,27.75,1.47,12.87,8.07,13.15,26.57,0.31,82.03,48.0,1.18,148.25,11.25,29.5,0.0,711.0,23.2599,77.4126
2021-05-16 03:00:00,15.25,27.75,1.2,12.68,7.7,13.85,27.2,0.34,79.45,48.5,0.93,140.75,9.25,29.17,0.0,711.0,23.2599,77.4126
2021-05-16 04:00:00,11.75,31.25,1.4,13.7,8.45,13.68,29.73,0.45,74.38,50.0,0.7,128.0,11.75,28.82,0.0,711.0,23.2599,77.4126
2021-05-16 05:00:00,16.25,34.75,1.58,14.17,8.82,13.35,27.95,0.52,70.17,51.75,0.55,124.0,10.0,28.4,0.0,711.0,23.2599,77.4126
2021-05-16 06:00:00,13.5,37.0,1.52,15.07,9.22,13.62,30.88,0.59,65.17,51.5,0.53,171.25,34.75,28.55,0.0,711.0,23.2599,77.4126
2021-05-16 07:00:00,13.25,46.25,1.75,15.18,9.5,14.18,31.32,0.53,68.75,49.25,0.85,136.75,92.25,29.65,0.0,711.0,23.2599,77.4126
2021-05-16 08:00:00,17.0,50.5,1.8,14.82,9.35,12.85,36.77,0.42,69.0,45.5,1.68,157.0,318.75,32.0,0.0,711.0,23.2599,77.4126
2021-05-16 09:00:00,19.5,59.0,1.75,14.45,9.1,14.07,35.05,0.39,73.05,42.0,1.8,160.0,470.75,34.48,0.0,711.0,23.2599,77.4126
2021-05-16 10:00:00,26.75,50.0,2.0,13.9,9.0,14.35,36.57,0.33,75.2,39.5,1.95,160.25,473.75,35.92,0.0,711.0,23.2599,77.4126
2021-05-16 11:00:00,23.5,45.0,1.73,13.43,8.57,14.63,36.7,0.37,80.2,35.25,1.88,155.0,471.25,37.1,0.0,711.0,23.2599,77.4126
2021-05-16 12:00:00,16.5,56.5,1.8,13.75,8.8,14.25,40.23,0.49,88.9,31.0,1.75,161.5,476.25,38.5,0.0,711.0,23.2599,77.4126
2021-05-16 13:00:00,20.5,52.5,1.5,14.12,8.72,13.62,35.0,0.53,94.22,29.75,1.8,157.0,410.25,38.88,0.0,711.0,23.2599,77.4126
2021-05-16 14:00:00,25.0,43.25,1.5,13.68,8.5,13.72,33.75,0.55,94.9,30.25,1.2,147.0,320.25,38.23,0.0,711.0,23.2599,77.4126
2021-05-16 15:00:00,15.25,43.75,1.77,13.6,8.7,13.55,31.85,0.47,89.0,30.5,1.45,153.5,244.75,37.5,0.0,711.0,23.2599,77.4126
2021-05-16 16:00:00,15.25,65.25,1.7,13.68,8.65,12.15,28.6,0.44,81.72,40.0,1.88,158.0,146.5,33.55,0.0,711.0,23.2599,77.4126
2021-05-16 17:00:00,21.25,71.25,1.82,14.05,9.0,12.25,27.77,0.46,79.0,42.0,0.82,159.0,100.75,32.95,0.0,711.0,23.2599,77.4126
2021-05-16 18:00:00,19.5,53.0,1.52,15.0,9.2,12.82,27.85,0.55,74.5,40.75,0.82,91.5,10.0,33.1,0.0,711.0,23.2599,77.4126
2021-05-16 19:00:00,20.25,57.5,1.9,15.95,10.02,13.83,28.32,0.62,73.7,48.5,2.02,178.75,5.5,30.7,0.0,711.0,23.2599,77.4126
2021-05-16 20:00:00,17.75,56.25,1.75,15.62,9.73,14.03,29.38,0.74,74.28,51.25,1.93,148.75,7.75,29.88,0.0,711.0,23.2599,77.4126
2021-05-16 21:00:00,17.5,60.75,1.9,15.07,9.55,14.03,29.35,0.75,69.9,57.0,1.62,147.5,9.0,28.82,0.12,711.0,23.2599,77.4126
2021-05-16 22:00:00,16.5,39.75,1.85,13.7,8.78,14.4,28.2,0.68,25.55,79.75,1.95,168.5,10.5,24.7,0.42,711.0,23.2599,77.4126
2021-05-16 23:00:00,8.25,20.75,1.97,13.57,8.85,14.82,28.13,0.63,18.57,82.5,0.6,180.25,11.0,24.53,0.1,711.0,23.2599,77.4126
2021-05-17 00:00:00,6.0,14.0,2.38,15.88,10.38,14.83,22.75,0.57,11.42,81.75,1.45,152.0,13.0,24.8,0.0,711.0,23.2599,77.4126
2021-05-17 01:00:00,5.25,20.5,2.33,15.32,10.03,14.98,25.05,0.5,16.65,79.5,1.25,133.25,13.25,24.6,0.0,711.0,23.2599,77.4126
2021-05-17 02:00:00,2.5,12.0,2.48,14.88,9.97,16.52,26.12,0.52,15.52,81.75,1.47,151.5,10.75,24.42,0.0,711.0,23.2599,77.4126
2021-05-17 03:00:00,2.25,10.25,2.27,16.2,10.48,18.12,24.85,0.55,15.75,82.75,1.25,167.75,10.75,24.25,0.0,711.0,23.2599,77.4126
2021-05-17 04:00:00,6.25,13.5,2.55,17.0,11.12,20.15,23.83,0.67,21.48,82.25,1.57,170.25,12.25,24.15,0.0,711.0,23.2599,77.4126
2021-05-17 05:00:00,6.5,13.75,2.23,15.42,10.05,20.45,25.2,0.75,22.58,83.25,1.2,139.5,13.5,23.95,0.0,711.0,23.2599,77.4126
2021-05-17 06:00:00,5.75,19.75,2.27,15.57,10.15,21.82,24.98,0.77,23.35,80.25,1.02,122.25,45.0,24.43,0.0,711.0,23.2599,77.4126
2021-05-17 07:00:00,7.5,19.5,2.58,15.6,10.4,24.57,23.27,0.67,33.15,71.0,0.88,151.5,207.0,25.8,0.0,711.0,23.2599,77.4126
2021-05-17 08:00:00,6.25,13.5,2.82,15.55,10.55,21.3,21.95,0.57,33.07,67.75,0.95,165.5,376.75,27.17,0.0,711.0,23.2599,77.4126
2021-05-17 09:00:00,5.75,19.0,3.32,15.88,11.15,22.75,21.17,0.53,42.8,60.0,1.12,141.5,469.0,29.38,0.0,711.0,23.2599,77.4126
2021-05-17 10:00:00,5.0,31.0,3.05,15.95,10.95,23.05,15.87,0.46,53.2,52.0,1.33,150.75,486.0,31.9,0.0,710.0,23.2599,77.4126
2021-05-17 11:00:00,4.25,36.25,2.33,15.27,10.0,25.23,3.55,0.5,64.95,48.5,1.65,155.75,448.75,32.85,0.0,709.0,23.2599,77.4126
2021-05-17 12:00:00,7.75,45.0,1.95,16.9,10.6,22.05,10.25,0.67,69.53,48.0,1.47,147.0,436.25,33.75,0.0,709.0,23.2599,77.4126
2021-05-17 13:00:00,16.75,50.25,2.23,16.32,10.47,22.15,13.73,0.71,73.78,44.75,1.42,145.25,429.0,35.0,0.0,709.0,23.2599,77.4126
2021-05-17 14:00:00,19.0,49.0,1.93,15.8,10.0,23.38,30.15,0.69,73.03,45.25,1.7,152.75,382.25,34.33,0.0,709.0,23.2599,77.4126
2021-05-17 15:00:00,17.25,50.5,1.93,15.68,9.9,23.05,28.73,0.69,62.25,58.75,1.78,163.5,208.75,31.05,0.0,709.0,23.2599,77.4126
2021-05-17 16:00:00,15.0,45.75,2.32,17.12,11.0,20.57,24.57,0.42,43.6,64.25,1.15,164.75,270.0,30.2,0.0,709.0,23.2599,77.4126
2021-05-17 17:00:00,22.5,46.25,2.38,17.4,11.18,21.08,24.42,0.45,43.88,62.25,0.92,159.75,68.25,30.32,0.0,709.0,23.2599,77.4126
2021-05-17 18:00:00,16.75,46.75,2.33,18.15,11.53,22.52,25.1,0.52,29.48,70.5,1.83,146.5,11.0,28.48,0.0,709.0,23.2599,77.4126
2021-05-17 19:00:00,14.0,38.5,2.4,16.23,10.55,27.43,26.48,0.51,37.38,75.75,2.17,166.5,10.0,25.9,0.0,709.0,23.2599,77.4126
2021-05-17 20:00:00,17.5,41.25,2.02,15.65,9.97,29.65,26.92,0.62,51.62,75.5,2.1,161.0,11.25,24.77,0.0,709.0,23.2599,77.4126
2021-05-17 21:00:00,18.0,35.0,2.1,14.9,9.6,23.45,22.95,0.63,47.3,79.0,1.8,139.25,11.25,24.12,0.0,709.0,23.2599,77.4126
2021-05-17 22:00:00,14.5,32.0,1.8,14.35,9.1,22.15,22.5,0.59,52.93,78.5,1.85,145.5,10.75,23.92,0.0,709.0,23.2599,77.4126
2021-05-17 23:00:00,12.5,31.0,1.62,14.57,9.1,23.35,22.17,0.54,53.38,78.25,1.55,137.0,12.25,23.8,0.0,709.0,23.2599,77.4126
2021-05-18 00:00:00,11.5,27.5,1.97,14.27,9.18,20.3,18.82,0.42,47.58,79.75,1.27,144.0,10.25,23.7,0.0,709.0,23.2599,77.4126
2021-05-18 01:00:00,13.25,26.5,1.93,14.12,9.05,17.68,16.7,0.42,40.85,80.5,1.15,151.5,11.0,23.6,0.0,709.0,23.2599,77.4126
2021-05-18 02:00:00,13.25,27.5,1.75,14.77,9.3,18.35,21.75,0.41,35.4,81.75,0.78,148.5,12.5,23.32,0.0,709.0,23.2599,77.4126
2021-05-18 03:00:00,12.75,27.25,1.68,15.88,9.82,20.07,21.07,0.43,31.02,83.5,0.8,143.25,12.25,23.22,0.0,709.0,23.2599,77.4126
2021-05-18 04:00:00,16.75,29.75,1.9,15.47,9.78,21.38,18.5,0.53,33.83,84.0,0.93,140.25,11.25,23.38,0.0,709.0,23.2599,77.4126
2021-05-18 05:00:00,12.25,27.25,2.0,13.7,8.9,19.77,18.95,0.56,41.98,84.75,1.15,157.25,11.0,23.48,0.0,709.0,23.2599,77.4126
2021-05-18 06:00:00,10.0,30.75,1.5,14.05,8.7,19.08,17.98,0.6,41.73,82.75,0.9,154.75,62.0,24.2,0.0,709.0,23.2599,77.4126
2021-05-18 07:00:00,10.67,31.0,1.95,14.47,9.28,19.68,18.05,0.57,43.38,78.25,1.27,160.0,135.25,25.65,0.0,709.0,23.2599,77.4126
2021-05-18 08:00:00,12.25,36.0,2.55,14.68,9.9,18.2,18.1,0.42,43.8,70.25,1.48,158.5,333.0,28.03,0.0,709.0,23.2599,77.4126
2021-05-18 09:00:00,13.25,47.5,2.73,15.35,10.38,19.32,17.17,0.38,59.2,59.25,1.7,164.0,462.75,30.73,0.0,709.0,23.2599,77.4126
2021-05-18 10:00:00,13.75,61.0,2.55,14.25,9.65,19.15,20.07,0.23,54.85,45.75,2.02,177.25,467.75,32.9,0.0,709.0,23.2599,77.4126
2021-05-18 11:00:00,13.0,52.25,2.57,14.43,9.77,20.8,20.95,0.26,51.12,43.5,2.05,173.0,440.5,33.15,0.0,709.0,23.2599,77.4126
2021-05-18 12:00:00,14.0,53.25,2.0,15.5,9.9,13.4,22.55,0.41,59.98,43.5,1.78,176.75,419.75,33.52,0.0,709.0,23.2599,77.4126
2021-05-18 13:00:00,15.5,51.75,2.12,14.85,9.6,13.15,18.8,0.46,66.22,41.75,1.9,174.75,444.0,34.4,0.0,709.0,23.2599,77.4126
2021-05-18 14:00:00,11.0,44.0,1.98,14.75,9.45,14.15,18.73,0.46,67.15,41.75,2.02,169.75,415.75,34.42,0.0,709.0,23.2599,77.4126
2021-05-18 15:00:00,10.25,44.75,1.73,14.53,9.12,14.73,18.45,0.45,62.4,46.75,2.0,195.75,210.0,32.7,0.0,709.0,23.2599,77.4126
2021-05-18 16:00:00,7.5,53.25,2.38,14.68,9.7,13.82,18.02,0.38,54.92,52.0,1.02,173.0,363.0,32.17,0.0,709.0,23.2599,77.4126
2021-05-18 17:00:00,7.5,47.0,2.03,16.5,10.43,14.25,18.62,0.49,55.55,56.0,0.93,136.25,277.75,32.17,0.0,709.0,23.2599,77.4126
